S.No.,AOC Date,e-Published Date,Title and Ref.No./Tender Id,State Name
b'34902.',b'30-Dec-2020 12:00 AM',b'13-Jul-2020 04:00 PM',b'PROPOSED CONSTRUCTION OF C C ROAD IN SURVEY NO 57 IN FRONT KEDAR HOUSE TO JAYRAM HOUSE I N PRABHAG NO 9 FOR M C PARLI VAIJNATH DIST BEED/ civil department (20) 2020-21 for M C Parli V / 2020_DMA_593737_1',b'Maharashtra',b'2020_DMA_593737_1'
b'34903.',b'03-Dec-2020 12:00 AM',b'13-Jul-2020 04:00 PM',b'PROPOSED CONSTRUCTION OF C C ROAD FROM O TO P IN PRABHAG NO 9 FOR M C PARLI VAIJNATH DIST BEED/ civil department (20) 2020-21 for M C Parli V / 2020_DMA_593661_1',b'Maharashtra',b'2020_DMA_593661_1'
b'34904.',b'01-Oct-2020 12:00 AM',b'13-Jul-2020 04:00 PM',"b'Laying of DI pipe line in balance streets, Providing functional Household tap connation (FHTC) in village Dhakwala and all other works contingent thereto/ SE, PHEC, Karnal Memo No. 8081 dt. 23.06.2020 / 2020_HRY_133315_3'",b'Haryana',b'2020_HRY_133315_3'
b'34905.',b'25-Sep-2020 12:00 AM',b'13-Jul-2020 04:00 PM',b'architect and project management consaltancy work for Parli Vaijnath Joyotirling Vikas Arakhada for Parli Vaijnath Municipal Council/ civil department (12/1) 19-20 for MC  Parli V / 2020_DMA_593865_1',b'Maharashtra',b'2020_DMA_593865_1'
b'34906.',b'03-Sep-2020 12:00 AM',b'13-Jul-2020 04:00 PM',"b'Laying of D.I. Pipeline in balance streets and providing Functional Households Tap Connection and repair of pump chamber in village Mukhala and all other works contingent thereto/ SE, PHEC, Karnal Memo No. 8369 dt. 29.06.2020 / 2020_HRY_134149_2'",b'Haryana',b'2020_HRY_134149_2'
b'34907.',b'04-Sep-2020 12:00 AM',b'13-Jul-2020 04:00 PM',b'Construction of 5 posts outside the barracks in Distt. Jail Kurukshetra/ 2020/HPHC/JULY-12/ 001 / 2020_HBC_135445_1',b'Haryana',b'2020_HBC_135445_1'
b'34908.',b'03-Dec-2020 12:00 AM',b'13-Jul-2020 04:00 PM',b'PROPOSED CONSTRUCTION OF C C ROAD IN SURVEY NO 57 IN FRONT OF MUNDE HOUSE IN PRABHAG NO 9 FOR M C PARLI VAIJNATH DIST BEED/ civil department (20) 2020-21 for M C Parli V / 2020_DMA_593760_1',b'Maharashtra',b'2020_DMA_593760_1'
b'34909.',b'03-Dec-2020 12:00 AM',b'13-Jul-2020 04:00 PM',b'PROPOSED CONSTRUCTION OF C C ROAD IN SURVEY NO 57 IN FRONT OF BURKUTE HOUSE IN PRABHAG NO 9 FOR M C PARLI VAIJNATH DIST BEED/ civil department (20) 2020-21 for M C Parli V / 2020_DMA_593683_1',b'Maharashtra',b'2020_DMA_593683_1'
b'34910.',b'01-Sep-2020 12:00 AM',b'13-Jul-2020 04:00 PM',"b'Laying of D.I. Pipeline in balance streets and providing Functional Households Tap Connection in village Mukhali and all other works contingent thereto/ SE, PHEC, Karnal Memo No. 8367 dt. 29.06.2020 / 2020_HRY_134104_2'",b'Haryana',b'2020_HRY_134104_2'
b'34891.',b'08-Sep-2020 12:00 AM',b'13-Jul-2020 04:00 PM',"b'Laying of D.I. Pipeline in balance streets and providing Functional Households Tap Connection and repair of pump chamber in village Taprion and all other works contingent thereto/ SE, PHEC, Karnal Memo No. 8363 dt. 29.06.2020 / 2020_HRY_134142_2'",b'Haryana',b'2020_HRY_134142_2'
b'34892.',b'03-Dec-2020 12:00 AM',b'13-Jul-2020 04:00 PM',b'PROPOSED CONSTRUCTION OF C C ROAD IN SURVEY NO 57 IN FRONT SHINDE HOUSE IN PRABHAG NO 9 FOR M C PARLI VAIJNATH DIST BEED/ civil department (20) 2020-21 for M C Parli V / 2020_DMA_593686_1',b'Maharashtra',b'2020_DMA_593686_1'
b'34893.',b'03-Dec-2020 12:00 AM',b'13-Jul-2020 04:00 PM',b'PROPOSED CONSTRUCTION OF C C ROAD FROM JOGDAND HOUSE TO PHUNDEBAI HOUSE IN PRABHAG NO 9 FOR M C PARLI VAIJNATH DIST BEED/ civil department (20) 2020-21 for M C Parli V / 2020_DMA_593663_1',b'Maharashtra',b'2020_DMA_593663_1'
b'34894.',b'03-Dec-2020 12:00 AM',b'13-Jul-2020 04:00 PM',b'PROPOSED CONSTRUCTION OF C C ROAD AND C C DRAIN FROM R TO Q IN PRABHAG NO 9 FOR M C PARLI VAIJNATH DIST BEED/ civil department (20) 2020-21 for M C Parli V / 2020_DMA_593634_1',b'Maharashtra',b'2020_DMA_593634_1'
b'34895.',b'04-Sep-2020 12:00 AM',b'13-Jul-2020 04:00 PM',b'Complete Repairs And Maintaince Of Radial Gate Of Size 12X 4 Mtr and its hoist assembly 20 Ton cap - 3Nos by repairing to water lubrication and by pass system and replacing rubber seal air vent pipe system stair case etc at Chikotra project Tal ajara/ E Tender Notic No.7 for 20-21 / 2020_WRDMN_593986_1',b'Maharashtra',b'2020_WRDMN_593986_1'
b'34896.',b'16-Sep-2020 12:00 AM',b'13-Jul-2020 04:00 PM',b'Construction of Sanskrutik Bhavan at  Kudal Tal Jawali Dist Satara./ KU/7/2019-20 / 2020_SATAR_593981_1',b'Maharashtra',b'2020_SATAR_593981_1'
b'34897.',b'03-Sep-2020 12:00 AM',b'13-Jul-2020 04:00 PM',"b'Laying of D.I. pipeline in balance streets and providing functional Household tap connation in village Chhaprian and all other works contingent thereto/ SE, PHEC, Karnal Memo No. 8364 dt. 29.06.2020 / 2020_HRY_134151_2'",b'Haryana',b'2020_HRY_134151_2'
b'34898.',b'24-Dec-2020 12:00 AM',b'13-Jul-2020 04:00 PM',b'Construction of two storied with three storied foundation Boys Hostel at Champagachi High School in Rajarhat Block in the district of North 24 Parganas. 2nd Call. Retender./ WBPWD/SE/SC_SS/NIT01_2nd Call/2020-2021 / 2020_WBPWD_289437_1',b'West Bengal',b'2020_WBPWD_289437_1'
b'34899.',b'03-Dec-2020 12:00 AM',b'13-Jul-2020 04:00 PM',b'PROPOSED CONSTRUCTION OF C C ROAD FROM RANJIT JADHAV HOUSE TO SUNIL VADMARE HOUSE IN PRABHAG NO 9 FOR M C PARLI VAIJNATH DIST BEED/ civil department (20) 2020-21 for M C Parli V / 2020_DMA_593666_1',b'Maharashtra',b'2020_DMA_593666_1'
b'34900.',b'03-Sep-2020 12:00 AM',b'13-Jul-2020 04:00 PM',"b'Laying of DI pipe line in balance streets, Providing functional Household tap conneation and repair of pump chamber in village Sarfabad Majra and all other works contingent thereto/ SE, PHEC, Karnal Memo No. 7911 dt. 18.06.2020 / 2020_HRY_133125_3'",b'Haryana',b'2020_HRY_133125_3'
b'34881.',b'04-Aug-2020 12:00 AM',b'13-Jul-2020 04:30 PM',b'Repairs to Grampanchayt building at Awalegaon Tal. Kudal/ AWALEGAONGP/2020 / 2020_SINDH_594033_1',b'Maharashtra',b'2020_SINDH_594033_1'
b'34882.',b'25-Aug-2020 12:00 AM',b'13-Jul-2020 04:30 PM',b'DADUPUR Providing Functional Household Tap Connection FHTC under Jal Jeevan Mission. Laying of D.I Pipe line in balance streets and providing Functional Household Tap Connection FHTC in village DADUPUR and all other works contingent thereto./ Laying of D.I Pipe line under JJM Dadupur / 2020_HRY_135426_1',b'Haryana',b'2020_HRY_135426_1'
b'34883.',b'31-Jul-2020 01:17 PM',b'13-Jul-2020 04:29 PM',"b'Repairs  Renovations to Bastidawakhana at Shivlal Nagar Community Hall ,Dhoolpet, Mangalghat-63, Goshmahal, Hyderabad/ 6-16/EE/TSMSIDC/Hyd.Divn/2020-21/           Dt:  09.07.2020 / 184992'",b'Telegana',b'184992'
b'34884.',b'27-Jul-2020 01:57 PM',b'13-Jul-2020 04:25 PM',"b'Providing of 12 nos. PSCC poles (Only) at Huda Colony, GHMC Park In Attapur division (61) of Rajendra Nagar Circle -11 and Constituency/ NIT. No: 12/EE (Elect.)CMRZ/GHMC/AET/2020-21, Item No: 10, dated: 13-07-2020 / 184988'",b'Telegana',b'184988'
b'34885.',b'31-Jul-2020 01:10 PM',b'13-Jul-2020 04:22 PM',"b'Repairs  Renovations to Bastidawakhana at Jaffarguda, Gudimalkapur-71, Mehdipatnam, Hyderabad/ 6-14/EE/TSMSIDC/Hyd.Divn/2020-21/           Dt:  09.07.2020 / 184986'",b'Telegana',b'184986'
b'34886.',b'01-Oct-2020 12:00 AM',b'13-Jul-2020 04:20 PM',b'Liquied Oxygen Tank (13000 Liters) Construction and Foundation as per the PESO Norms and Licence Obtaining as per the Technical Specification/ SCSMSRS/STORE/9249/Liquid Oxygen / 2020_MERDM_594027_1',b'Maharashtra',b'2020_MERDM_594027_1'
b'34887.',b'31-Jul-2020 12:36 AM',b'13-Jul-2020 04:14 PM',"b'Repairs  Renovations to Bastidawakhana at Addagutta D- Section  Community Hall, Addagutta-142, Secunderabad/ 6-6/EE/TSMSIDC/Hyd.Divn/2020-21/           Dt:  09.07.2020 / 184983'",b'Telegana',b'184983'
b'34888.',b'29-Jul-2020 04:43 PM',b'13-Jul-2020 04:12 PM',"b'Supply, Delivery and Erection of Twin Bio-Toilets in various localities of LB Nagar Circle, GHMC. (2nd Call)/ 11/EEC-4/LBNR/GHMC/113/2020-21, Dt:06.07.2020. / 184974'",b'Telegana',b'184974'
b'34889.',b'31-Jul-2020 12:32 AM',b'13-Jul-2020 04:08 PM',"b'Repairs  Renovations to Bastidawakhana at New Indra Nagar , Sithafulmandi-145, Secunderabad/ 6-5/EE/TSMSIDC/Hyd.Divn/2020-21/           Dt:  09.07.2020 / 184981'",b'Telegana',b'184981'
b'34890.',b'03-Dec-2020 12:00 AM',b'13-Jul-2020 04:00 PM',b'PROPOSED CONSTRUCTION OF C C ROAD FROM THORAT HOUSE TO U IN PRABHAG NO 9 FOR M C PARLI VAIJNATH DIST BEED/ civil department (20) 2020-21 for M C Parli V / 2020_DMA_593657_1',b'Maharashtra',b'2020_DMA_593657_1'
b'34871.',b'05-Aug-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Supply of construction material and providing equipments in NREGA and other Scheme at \tGram Panchayat\tBHEENDE KA PAR&amp;#x0d;/ 01/2020-21 DATE 09/07/2020\tBHEENDE KA PAR / 2020_PRD_190131_1',b'Rajasthan',b'2020_PRD_190131_1'
b'34872.',b'22-Dec-2020 12:00 AM',b'13-Jul-2020 05:00 PM',"b'Supply of Tapping Channel Cross Arm HVDS and Andhra Model Works/ 08/20-21,Dt,08.07.2020 / 2020_EB_171156_1'",b'Tamil Nadu',b'2020_EB_171156_1'
b'34873.',b'22-Dec-2020 12:00 AM',b'13-Jul-2020 05:00 PM',"b'Supply of Tapping Channel Cross Arm HVDS Scheme and O and M Works/ 07/20-21,Dt,08.07.2020 / 2020_EB_171153_1'",b'Tamil Nadu',b'2020_EB_171153_1'
b'34874.',b'15-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Water supply Schemes under JJM in North Tripura District / SH  Drilling and Development of 4(Four) Nos Deep Tube Wells/ 82/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_11287_1',b'Tripura',b'2020_CEDWS_11287_1'
b'34875.',b'15-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Water supply Schemes under JJM in North Tripura District / SH  Drilling and Development of 4(Four) Nos Deep Tube Wells/ 78/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_11281_1',b'Tripura',b'2020_CEDWS_11281_1'
b'34876.',b'26-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Drilling of 01 No and Providing and fixing of 1 Nos pumping machinery by Pvt DTH Rig  Method in Village Didoli Distt Rewari/ SE/GWI/1595/Didoli / 2020_HRY_135452_1',b'Haryana',b'2020_HRY_135452_1'
b'34877.',b'27-Jul-2020 02:06 PM',b'13-Jul-2020 04:51 PM',"b'Supply of LT-AB cable at various locations in various divisions of Chandrayangutta Circle-8 and Constituency/ NIT. No: 12/EE (Elect.)CMRZ/GHMC/AET/2020-21, Item No: 12, dated: 13-07-2020 / 185007'",b'Telegana',b'185007'
b'34878.',b'27-Jul-2020 02:03 PM',b'13-Jul-2020 04:45 PM',"b'Supply and fixing of 1 no. 2 ton Air Condition in the Deputy Commissioniers Chamber, Sardhar Mahal, Santosh Nagar Circle -7 of Charminar Zone, GHMC/ NIT. No: 12/EE (Elect.)CMRZ/GHMC/AET/2020-21, Item No: 11, dated: 13-07-2020 / 185002'",b'Telegana',b'185002'
b'34879.',b'22-Jul-2020 12:00 AM',b'13-Jul-2020 04:45 PM',b'GRAMPANCHAYAT BHAVAN VISTARIKARAN AT VILLAGE RAJGATA CHEK IN G.P.RAJGATA CHEK TAH.GADCHIROLI/ B-1/01/2020-21 / 2020_GADCH_589063_1',b'Maharashtra',b'2020_GADCH_589063_1'
b'34880.',b'25-Aug-2020 12:00 AM',b'13-Jul-2020 04:30 PM',b'DADUPUR Providing Functional Household Tap Connection FHTC under Jal Jeevan Mission. Laying of D.I Pipe line in balance streets and providing Functional Household Tap Connection FHTC in village DADUPUR and all other works contingent thereto./ Laying of D.I Pipe line under JJM Dadupur / 2020_HRY_135426_1',b'Haryana',b'2020_HRY_135426_1'
b'34861.',b'02-Jan-2021 12:00 AM',b'13-Jul-2020 05:00 PM',b'CONSTRUCTION OF SEMI URBAN THANA DEHAT  DISTT SHEOPUR/ 06/2020-21 / 2020_MPPHC_97720_1',b'Madhya Pradesh',b'2020_MPPHC_97720_1'
b'34862.',b'06-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Providing and laying of GI Rising and Distribution pipe line in/c allied works.Gr-I/ 151/EE/DWS/DMN/2020-21 / 2020_CEDWS_11269_1',b'Tripura',b'2020_CEDWS_11269_1'
b'34863.',b'10-Sep-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Repairs to Grampanchayat Office Building At- Pangare Tal-Satara/ PAN/1/2019-20 / 2020_SATAR_594021_1',b'Maharashtra',b'2020_SATAR_594021_1'
b'34864.',b'21-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',"b'Construction of 3 nos pump house, providing And installation of pump sets, providing and laying of distribution pipe line, extending domestic connection etc. complete within the jurisdiction of DWS Sub-Division, Damcherra/ 71/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_11257_1'",b'Tripura',b'2020_CEDWS_11257_1'
b'34865.',b'10-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Providing and laying of GI Rising and Distribution pipe line in/c allied works. /Gr-II/ 156/EE/DWS/DMN/2020-21 / 2020_CEDWS_11279_1',b'Tripura',b'2020_CEDWS_11279_1'
b'34866.',b'19-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Drilling AND Development of 04 (Three) nos. Small Bore Deep Tube Wells/ 166/EE/DWS/DMN/2020-21 / 2020_CEDWS_11297_1',b'Tripura',b'2020_CEDWS_11297_1'
b'34867.',b'20-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Drilling and Development of 04 (Three) nos. Small Bore Deep Tube Wells/ 171/EE/DWS/DMN/2020-21 / 2020_CEDWS_11305_1',b'Tripura',b'2020_CEDWS_11305_1'
b'34868.',b'14-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Water supply Schemes under JJM in North Tripura District / SH  Drilling and Development of 4(Four) Nos Deep Tube Wells/ 80/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_11285_1',b'Tripura',b'2020_CEDWS_11285_1'
b'34869.',b'22-Jul-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'const.of.cement concret road/ ppsbhn/gp khokarla/e1/20 21 / 2020_BHAND_594056_1',b'Maharashtra',b'2020_BHAND_594056_1'
b'34870.',b'02-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Drilling and Development of 04 (Three) nos. Small Bore Deep Tube Wells/ 170/EE/DWS/DMN/2020-21 / 2020_CEDWS_11304_1',b'Tripura',b'2020_CEDWS_11304_1'
b'34851.',b'28-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'STORE HANDLING LABOUR JOBS/ STORE HANDLING JOBS / 2020_HBC_135438_2',b'Haryana',b'2020_HBC_135438_2'
b'34852.',b'02-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Construction of 01(one) no Masonry Well/ 179/EE/DWS/DMN/2020-21 / 2020_CEDWS_11316_1',b'Tripura',b'2020_CEDWS_11316_1'
b'34853.',b'30-Sep-2020 12:00 AM',b'13-Jul-2020 05:00 PM',"b'C/o Building Portion, Providing Water Supply and Sanitary Installation, C/o Septic Tank with Soak Pit and Rain Water Harvesting Tank/ NAHAN 3161-3205 / 2020_PWD_38859_2'",b'Himachal Pradesh',b'2020_PWD_38859_2'
b'34854.',b'20-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Drilling and Development of 04 (Three) nos. Small Bore Deep Tube Wells/ 169/EE/DWS/DMN/2020-21 / 2020_CEDWS_11300_1',b'Tripura',b'2020_CEDWS_11300_1'
b'34855.',b'22-Dec-2020 12:00 AM',b'13-Jul-2020 05:00 PM',"b'Supply of Tapping Channel Cross Arm HVDS and Andhra Model Works/ 08/20-21,Dt,08.07.2020 / 2020_EB_171156_1'",b'Tamil Nadu',b'2020_EB_171156_1'
b'34856.',b'07-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Construction of 01(one) no Masonry Well/ 181/EE/DWS/DMN/2020-21 / 2020_CEDWS_11318_1',b'Tripura',b'2020_CEDWS_11318_1'
b'34857.',b'22-Dec-2020 12:00 AM',b'13-Jul-2020 05:00 PM',"b'Supply of Tapping Channel Cross Arm HVDS Scheme and O and M Works/ 07/20-21,Dt,08.07.2020 / 2020_EB_171153_1'",b'Tamil Nadu',b'2020_EB_171153_1'
b'34858.',b'19-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Hiring of Manpower for cleaning and Sweeping services/ HPSLDC/SLDC/2021-2657 / 2020_MPP0_38867_1',b'Himachal Pradesh',b'2020_MPP0_38867_1'
b'34859.',b'10-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',"b'Construction of boundary walls around the water project site, drains,  cc road , rest points in/c all allied works at Phuldungsei under DWS Sub-Division Kanchanpur / Gr-I/ 145/EE/DWS/DMN/2020-21 / 2020_CEDWS_11261_1'",b'Tripura',b'2020_CEDWS_11261_1'
b'34860.',b'15-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Construction of Circular RCC Water Reservoir in/c Pump House/ 164/EE/DWS/DMN/2020-21 / 2020_CEDWS_11294_1',b'Tripura',b'2020_CEDWS_11294_1'
b'34841.',b'02-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Construction of Circular RCC Water Reservoir in/c Pump House/ 165/EE/DWS/DMN/2020-21 / 2020_CEDWS_11295_1',b'Tripura',b'2020_CEDWS_11295_1'
b'34842.',b'26-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Drilling of 01 No and Providing and fixing of 1 Nos pumping machinery by Pvt DTH Rig  Method in Village Didoli Distt Rewari/ SE/GWI/1595/Didoli / 2020_HRY_135452_1',b'Haryana',b'2020_HRY_135452_1'
b'34843.',b'29-Dec-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'RCO FOR SUPPLY OF PRE FABRICATED PACK HOUSE AND LOW COST PRESERVATION UNIT AND PULVERISER FOR THE YEAR 2020-21/ HO/MKTGPACKHOUSE/2020/8005 DT 09.07.2020 / 2020_AGRO_97783_1',b'Madhya Pradesh',b'2020_AGRO_97783_1'
b'34844.',b'26-Aug-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Contruction Of CC Road at Ward No.21/ 1740/smc/2020 / 2020_UAD_97375_1',b'Madhya Pradesh',b'2020_UAD_97375_1'
b'34845.',b'25-Sep-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'AR OF LR IN NARNAUL CONSTITUENCY GROUP-III IN DISTT MOHINDERGARH/ AR OF LR IN NARNAUL CONSTITUENCY G-III / 2020_HBC_135406_1',b'Haryana',b'2020_HBC_135406_1'
b'34846.',b'03-Sep-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'RETENDER Dharmadam GP 2019-2020  Restoration work for mangottil road from Ch 0/000 to 0/290km/ E Tender /AE/14/2019-20 dated 13/03/2020 / 2020_LSGD_351192_8',b'Kerala',b'2020_LSGD_351192_8'
b'34847.',b'26-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Extension of FHTC in existing new schemes within the jurisdiction of Raishyabari RD Block under DWS Sub Division Gandacherra Gr_II/ 44/EE/PWD(DWS)/AMB/2020-21 / 2020_CEDWS_11312_1',b'Tripura',b'2020_CEDWS_11312_1'
b'34848.',b'14-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',"b'Manual cleaning of sand, mud and Chemical sludge from 2(Two) Nos. Clear Water Reservoir and sand and clay from inteke well and clariflocolator and Periodical Maintenance of Spur  at River  Kakri  including all allied works during the year 2020-21/ 158/EE/DWS/DMN/2020-21 / 2020_CEDWS_11284_1'",b'Tripura',b'2020_CEDWS_11284_1'
b'34849.',b'28-Jul-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Operation and maintenance of water works and storm water pumping station at IMT Faridabad/ Operation and maintenance of water works / 2020_HBC_135383_1',b'Haryana',b'2020_HBC_135383_1'
b'34850.',b'07-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Construction of 01(one) no Masonry Well/ 181/EE/DWS/DMN/2020-21 / 2020_CEDWS_11318_1',b'Tripura',b'2020_CEDWS_11318_1'
b'34831.',b'08-Dec-2020 12:00 AM',b'13-Jul-2020 05:00 PM',"b'SH Providing and laying spartic ceramic, precast terrazo tile demolition of floor etc/ 2886-93 dated 30.06.2020 Construction of Kehlog / 2020_PWD_38868_1'",b'Himachal Pradesh',b'2020_PWD_38868_1'
b'34832.',b'10-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Providing and laying of GI Rising and Distribution pipe line in/c allied works. /Gr-II/ 156/EE/DWS/DMN/2020-21 / 2020_CEDWS_11279_1',b'Tripura',b'2020_CEDWS_11279_1'
b'34833.',b'23-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Drilling and Development of 04 (Three) nos. Small Bore Deep Tube Wells/ 168/EE/DWS/DMN/2020-21 / 2020_CEDWS_11301_1',b'Tripura',b'2020_CEDWS_11301_1'
b'34834.',b'06-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Providing and laying of GI Rising and Distribution pipe line in/c allied works. /Gr- II/ 152/EE/DWS/DMN/2020-21 / 2020_CEDWS_11271_1',b'Tripura',b'2020_CEDWS_11271_1'
b'34835.',b'19-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',"b'Construction of Circular RCC Water Reservoir in/c Pump House,/ 160/EE/DWS/DMN/2020-21 / 2020_CEDWS_11290_1'",b'Tripura',b'2020_CEDWS_11290_1'
b'34836.',b'07-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Construction of 01(one) no Masonry Well/ 181/EE/DWS/DMN/2020-21 / 2020_CEDWS_11318_1',b'Tripura',b'2020_CEDWS_11318_1'
b'34837.',b'14-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Water supply Schemes under JJM in North Tripura District / SH  Drilling and Development of 4(Four) Nos Deep Tube Wells/ 76/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_11278_1',b'Tripura',b'2020_CEDWS_11278_1'
b'34838.',b'26-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Drilling of 01 No and Providing and fixing of 1 Nos pumping machinery by Pvt DTH Rig  Method in Village Didoli Distt Rewari/ SE/GWI/1595/Didoli / 2020_HRY_135452_1',b'Haryana',b'2020_HRY_135452_1'
b'34839.',b'10-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Construction of Circular RCC Water Reservoir in/c Pump House/ 163/EE/DWS/DMN/2020-21 / 2020_CEDWS_11293_1',b'Tripura',b'2020_CEDWS_11293_1'
b'34840.',b'05-Aug-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Supply of construction material and providing equipments in NREGA and other Scheme at \tGram Panchayat\tKANTAL KA PAR&amp;#x0d;/ 01/2020-21 DATE 09/07/2020\tKANTAL KA PAR / 2020_PRD_190109_1',b'Rajasthan',b'2020_PRD_190109_1'
b'34821.',b'20-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',"b'Complete operation, maintenance, upkeepment in/c watch and ward of Innovative Surface Water Treatment Plant  at Purba Churaibari of Kadamtala R. D. Block under DWS Sub-Division Dharmanagar/ 142/EE/DWS/DMN/2020-21 / 2020_CEDWS_11258_1'",b'Tripura',b'2020_CEDWS_11258_1'
b'34822.',b'28-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'STORE HANDLING LABOUR JOBS/ STORE HANDLING JOBS / 2020_HBC_135438_2',b'Haryana',b'2020_HBC_135438_2'
b'34823.',b'03-Sep-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'RETENDER Dharmadam GP 2019-2020  Restoration work for mangottil road from Ch 0/000 to 0/290km/ E Tender /AE/14/2019-20 dated 13/03/2020 / 2020_LSGD_351192_8',b'Kerala',b'2020_LSGD_351192_8'
b'34824.',b'14-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Water supply Schemes under JJM in North Tripura District / SH  Drilling and Development of 4(Four) Nos Deep Tube Wells/ 76/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_11278_1',b'Tripura',b'2020_CEDWS_11278_1'
b'34825.',b'05-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Provide and laying drainage line in shanti nagar agrasen school and other various places at zone 17 ward 18./ 09/EE/WWD/20-21/E-TENDER-G-11 / 2020_UAD_97241_1',b'Madhya Pradesh',b'2020_UAD_97241_1'
b'34826.',b'14-Oct-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Deployment of Truck for drinking water supply by polythene storage tank in different pockets / spots / habitations within the jurisdiction of DWS Sub Division Dasda for the year 2020-21/ 148/EE/DWS/DMN/2020-21 / 2020_CEDWS_11264_1',b'Tripura',b'2020_CEDWS_11264_1'
b'34827.',b'26-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Extension of FHTC in existing new schemes within the jurisdiction of Raishyabari RD Block under DWS Sub Division Gandacherra Gr_II/ 44/EE/PWD(DWS)/AMB/2020-21 / 2020_CEDWS_11312_1',b'Tripura',b'2020_CEDWS_11312_1'
b'34828.',b'02-Jan-2021 12:00 AM',b'13-Jul-2020 05:00 PM',b'CONSTRUCTION OF SEMI URBAN THANA DEHAT  DISTT SHEOPUR/ 06/2020-21 / 2020_MPPHC_97720_1',b'Madhya Pradesh',b'2020_MPPHC_97720_1'
b'34829.',b'02-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',b'Construction of Circular RCC Water Reservoir in/c Pump House/ 165/EE/DWS/DMN/2020-21 / 2020_CEDWS_11295_1',b'Tripura',b'2020_CEDWS_11295_1'
b'34830.',b'21-Nov-2020 12:00 AM',b'13-Jul-2020 05:00 PM',"b'Construction of 3 nos pump house, providing And installation of pump sets, providing and laying of distribution pipe line, extending domestic connection etc. complete within the jurisdiction of DWS Sub-Division, Damcherra/ 71/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_11257_1'",b'Tripura',b'2020_CEDWS_11257_1'
